epoch,accuracy,loss,val_accuracy,val_loss
31,0.9363128542900085,0.10220620036125183,0.5170906186103821,2.652344226837158
32,0.9342378377914429,0.10348039865493774,0.5162957310676575,2.8452882766723633
33,0.9332801103591919,0.10369625687599182,0.5250397324562073,2.8245248794555664
34,0.9318435788154602,0.10669781267642975,0.5158982276916504,2.87985897064209
35,0.9312050938606262,0.11440259963274002,0.5310015678405762,2.7749133110046387
36,0.9294493198394775,0.11654645949602127,0.521462619304657,2.5954344272613525
37,0.9267358183860779,0.11582217365503311,0.4936406910419464,2.5984511375427246
38,0.9283320307731628,0.11737871170043945,0.5087440609931946,2.944005250930786
39,0.9312050938606262,0.1067022904753685,0.5238474011421204,3.0416972637176514
40,0.9323224425315857,0.11207988858222961,0.5234498977661133,2.8109261989593506
41,0.9315243363380432,0.11175855994224548,0.503179669380188,2.727299690246582
42,0.9337589740753174,0.11246378719806671,0.5151033401489258,2.6562438011169434
43,0.9320032000541687,0.11289334297180176,0.5282194018363953,2.894663095474243
44,0.9337589740753174,0.10436497628688812,0.5282194018363953,2.769439935684204
45,0.9351955056190491,0.09409365057945251,0.5131160616874695,3.19091796875
46,0.9379090070724487,0.09653449058532715,0.5091415047645569,3.2468831539154053
47,0.9323224425315857,0.10056143254041672,0.5274244546890259,3.0283708572387695
48,0.936472475528717,0.09715728461742401,0.523052453994751,2.9811880588531494
49,0.9356743693351746,0.09390652179718018,0.5242448449134827,3.3962833881378174
50,0.929289698600769,0.11397107690572739,0.5286168456077576,3.131963014602661
51,0.9334397315979004,0.10136231034994125,0.5242448449134827,3.1327712535858154
52,0.9390263557434082,0.09589686244726181,0.5226550102233887,3.2077476978302
53,0.9390263557434082,0.093238465487957,0.527821958065033,3.4119043350219727
54,0.9374301433563232,0.09333596378564835,0.5389507412910461,3.5730643272399902
55,0.9383878707885742,0.09831170737743378,0.5405405163764954,3.3794803619384766
56,0.936472475528717,0.09845638275146484,0.5313990712165833,3.223327875137329
57,0.9332801103591919,0.10451565682888031,0.5123211741447449,3.1614129543304443
58,0.9332801103591919,0.1068311408162117,0.5127186179161072,3.4756224155426025
59,0.9369513392448425,0.09820309281349182,0.519872784614563,3.378492832183838
60,0.936472475528717,0.09391124546527863,0.5095389485359192,3.304568290710449
61,0.9372705221176147,0.09516333788633347,0.5313990712165833,3.515845775604248
62,0.9379090070724487,0.09886623919010162,0.499205082654953,3.405271053314209
63,0.9342378377914429,0.09790602326393127,0.5139109492301941,3.5464601516723633
64,0.9358339905738831,0.10046975314617157,0.5075516700744629,3.2379560470581055
65,0.9350358843803406,0.0974523052573204,0.5158982276916504,3.199155807495117
66,0.9366320967674255,0.09743048995733261,0.5337837934494019,3.8298792839050293
67,0.9347167015075684,0.09925045818090439,0.5282194018363953,3.2963602542877197
68,0.9331204891204834,0.10199830681085587,0.5298092365264893,3.1085896492004395
69,0.9320032000541687,0.09697294980287552,0.5202702879905701,3.2805755138397217
70,0.9329608678817749,0.09772343188524246,0.519872784614563,3.585782289505005
71,0.9345570802688599,0.09228825569152832,0.519872784614563,3.7116124629974365
72,0.9363128542900085,0.09708435088396072,0.5190778970718384,3.364555835723877
73,0.9426975250244141,0.08975625783205032,0.504769504070282,3.2843427658081055
74,0.9318435788154602,0.09430032223463058,0.521462619304657,3.6562283039093018
75,0.9396647810935974,0.0885481908917427,0.5381557941436768,3.6256842613220215
76,0.9363128542900085,0.0911489948630333,0.5119236707687378,3.681994915008545
77,0.936791718006134,0.08857320249080658,0.519872784614563,3.678652048110962
78,0.9382282495498657,0.09066900610923767,0.5190778970718384,3.471346616744995
79,0.9420590400695801,0.08944080024957657,0.5242448449134827,3.7607009410858154
80,0.9340782165527344,0.09430315345525742,0.4813195466995239,3.2351341247558594
81,0.9307262301445007,0.09311967343091965,0.5135135054588318,3.861255645751953
82,0.9339185953140259,0.09459324181079865,0.4872814118862152,4.443760871887207
83,0.9355147480964661,0.09810715168714523,0.5357710719108582,3.7452638149261475
84,0.9358339905738831,0.0966731533408165,0.5365659594535828,3.799077033996582
85,0.9395051598548889,0.09284429252147675,0.5274244546890259,4.000984191894531
86,0.9347167015075684,0.09601251780986786,0.5210651755332947,3.5866506099700928
87,0.9379090070724487,0.09289553016424179,0.4996025562286377,3.579495429992676
88,0.9383878707885742,0.09073662012815475,0.5254371762275696,3.6823625564575195
89,0.9372705221176147,0.09580182284116745,0.5139109492301941,3.8834381103515625
90,0.9356743693351746,0.09933935105800629,0.5254371762275696,3.572258949279785
91,0.9379090070724487,0.09667173027992249,0.5115262269973755,3.8155465126037598
92,0.936472475528717,0.0948965772986412,0.504769504070282,3.566986083984375
93,0.9321628212928772,0.10253456234931946,0.5178855061531067,3.3430094718933105
94,0.9374301433563232,0.09467297047376633,0.5242448449134827,3.3172473907470703
95,0.9391859769821167,0.09316818416118622,0.5127186179161072,3.8791310787200928
96,0.9323224425315857,0.11146032810211182,0.5210651755332947,3.3121538162231445
97,0.9353551268577576,0.09503728151321411,0.5079491138458252,3.6713156700134277
98,0.9383878707885742,0.09132331609725952,0.5083465576171875,3.5835747718811035
99,0.9369513392448425,0.08977878093719482,0.5182830095291138,3.8709418773651123
100,0.9411013722419739,0.08827178925275803,0.523052453994751,4.214437484741211
